"CVRstd" "samp.depth"
"1899" 0.947233366167238 6
"1900" 0.867160869596303 6
"1901" 0.8501345675434 6
"1902" 0.616459121723416 7
"1903" 0.869493395057566 7
"1904" 0.944282783578379 7
"1905" 0.884908538413539 7
"1906" 0.638181541915812 7
"1907" 0.664268456771745 7
"1908" 0.595305680796665 7
"1909" 0.224483501725922 7
"1910" 0.4727500479446 8
"1911" 0.453020225120983 8
"1912" 0.727722330843463 8
"1913" 0.69405014129764 8
"1914" 0.522888642687005 8
"1915" 0.626629434511768 8
"1916" 0.774519679651926 8
"1917" 0.71367449393698 8
"1918" 0.590208806212103 8
"1919" 0.859613066050237 8
"1920" 1.18256836492192 9
"1921" 1.33013400213965 10
"1922" 1.45937747902317 11
"1923" 1.14337372227093 11
"1924" 1.27545494633189 12
"1925" 1.19610667020037 12
"1926" 1.26300276626019 13
"1927" 1.31143259691394 14
"1928" 1.45488878259775 15
"1929" 1.42603858533684 15
"1930" 1.00633995028628 16
"1931" 0.901534202534035 19
"1932" 1.31702388862683 22
"1933" 1.72520689193696 23
"1934" 1.52926630982262 25
"1935" 1.5035292667493 26
"1936" 1.12055163762548 30
"1937" 0.981573025929265 32
"1938" 1.08230441663169 33
"1939" 1.2014361112039 36
"1940" 1.13626263095952 36
"1941" 1.08384933168973 40
"1942" 1.11951527702692 44
"1943" 0.943215071776811 45
"1944" 0.938075181546274 46
"1945" 0.974330896845562 46
"1946" 0.84402253695252 46
"1947" 0.999701928375298 47
"1948" 0.949808691829636 47
"1949" 0.986601620038298 47
"1950" 1.062437368192 50
"1951" 1.0578775268132 51
"1952" 0.997401450912964 52
"1953" 0.896833416296006 53
"1954" 0.981679402383332 55
"1955" 1.06676913669289 56
"1956" 1.16439559896685 57
"1957" 1.22607684363009 60
"1958" 1.39817400070972 60
"1959" 1.16045794231156 62
"1960" 1.06413067109915 65
"1961" 1.04493241152802 67
"1962" 1.0431877889738 67
"1963" 1.06002509456112 71
"1964" 0.979287656266341 75
"1965" 0.825916923800307 75
"1966" 0.615447481727624 79
"1967" 0.769529356433291 80
"1968" 0.965240540188083 81
"1969" 1.02057919389296 82
"1970" 1.11973116043772 86
"1971" 1.03987520415777 95
"1972" 0.99653489472524 98
"1973" 0.875634849915259 103
"1974" 0.903394394565384 112
"1975" 0.961359542202114 117
"1976" 0.934001323842089 122
"1977" 0.952486057171346 124
"1978" 0.860758167098925 131
"1979" 0.889012599355617 134
"1980" 1.03031281428533 136
"1981" 0.980276115579176 141
"1982" 0.978728175701849 143
"1983" 0.878168660864156 145
"1984" 0.7204817085026 145
"1985" 0.989437768804453 145
"1986" 1.1168089291046 146
"1987" 0.922852701708224 150
"1988" 0.683157069936452 150
"1989" 0.776015270782219 150
"1990" 0.879663872304515 153
"1991" 0.829911850455603 159
"1992" 1.01341302689155 162
"1993" 0.887728932166324 165
"1994" 0.91835457142093 169
"1995" 0.920015896187143 172
"1996" 0.868438773464505 174
"1997" 0.953666906821903 175
"1998" 0.982160797332304 179
"1999" 0.804683574213644 179
"2000" 1.01133908742451 179
"2001" 1.11388843634659 180
"2002" 1.09794723232152 181
"2003" 1.09647039298188 181
"2004" 1.09827552296076 181
"2005" 1.00265150954597 181
"2006" 0.878734967556617 181
"2007" 1.11404819245567 180
"2008" 1.096218590245 180
"2009" 1.06792111942964 178
"2010" 0.991391130143723 178
"2011" 0.877944847293705 178
"2012" 1.07674564894915 178
"2013" 1.04920773844279 177
"2014" 1.12117515695016 174
"2015" 1.08824510490261 172
"2016" 1.06712257185823 167
"2017" 1.00367007296986 101
